album_name,track_title,track_n,lyric,line,preprocessed_lyric,emotion
Red (Deluxe Edition),Holy Ground,11,"'Cause darling, it was good",22,"'cause darling , good",love
Red (Deluxe Edition),Holy Ground,11,Never looking down,23,never looking,fear
Red (Deluxe Edition),Holy Ground,11,And right there where we stood,24,right stood,joy
Red (Deluxe Edition),Holy Ground,11,Was holy ground,25,holy ground,sadness
Red (Deluxe Edition),Holy Ground,11,"Tonight, I'm gonna dance",26,"tonight , 'm gon na dance",anger
Red (Deluxe Edition),Holy Ground,11,For all that we've been through,27,'ve,joy
Red (Deluxe Edition),Holy Ground,11,But I don't wanna dance,28,n't wan na dance,love
Red (Deluxe Edition),Holy Ground,11,If I'm not dancing with you,29,'m dancing,fear
Red (Deluxe Edition),Holy Ground,11,"Tonight, I'm gonna dance",30,"tonight , 'm gon na dance",anger
Red (Deluxe Edition),Holy Ground,11,Like you were in this room,31,like room,love
Red (Deluxe Edition),Holy Ground,11,But I don't wanna dance,32,n't wan na dance,joy
Red (Deluxe Edition),Holy Ground,11,If I'm not dancing with you,33,'m dancing,joy
Red (Deluxe Edition),Holy Ground,11,It was good,34,good,love
Red (Deluxe Edition),Holy Ground,11,Never looking down,35,never looking,sadness
Red (Deluxe Edition),Holy Ground,11,And right there where we stood,36,right stood,fear
Red (Deluxe Edition),Holy Ground,11,Was holy ground,37,holy ground,joy
Red (Deluxe Edition),Holy Ground,11,"Tonight, I'm gonna dance",38,"tonight , 'm gon na dance",love
Red (Deluxe Edition),Holy Ground,11,For all that we've been through,39,'ve,fear
Red (Deluxe Edition),Holy Ground,11,But I don't wanna dance,40,n't wan na dance,sadness
Red (Deluxe Edition),Holy Ground,11,If I'm not dancing with you,41,'m dancing,joy
Red (Deluxe Edition),Holy Ground,11,"Tonight, I'm gonna dance",42,"tonight , 'm gon na dance",love
Red (Deluxe Edition),Holy Ground,11,Like you were in this room,43,like room,sadness
Red (Deluxe Edition),Holy Ground,11,But I don't wanna dance,44,n't wan na dance,fear
Red (Deluxe Edition),Holy Ground,11,If I'm not dancing with you,45,'m dancing,sadness
Red (Deluxe Edition),Sad Beautiful Tragic,12,"Long handwritten note, deep in your pocket",1,"long handwritten note , deep pocket",sadness
Red (Deluxe Edition),Sad Beautiful Tragic,12,"Words, how little they mean, when you're a little too late",2,"word , little mean , 're little late",love
Red (Deluxe Edition),Sad Beautiful Tragic,12,"I stood right by the tracks, your face in a locket",3,"stood right track , face locket",joy
Red (Deluxe Edition),Sad Beautiful Tragic,12,"Good girls, hopeful they'll be and long they will wait",4,"good girl , hopeful 'll long wait",anger
Red (Deluxe Edition),Sad Beautiful Tragic,12,We had a beautiful magic love affair,5,beautiful magic love affair,love
Red (Deluxe Edition),Sad Beautiful Tragic,12,"What a sad, beautiful, tragic love affair",6,"sad , beautiful , tragic love affair",anger
Red (Deluxe Edition),Sad Beautiful Tragic,12,"In dreams, I meet you in warm conversation",7,"dream , meet warm conversation",anger
Red (Deluxe Edition),Sad Beautiful Tragic,12,"We both wake in lonely beds, different cities",8,"wake lonely bed , different city",anger
Red (Deluxe Edition),Sad Beautiful Tragic,12,And time is taking its sweet time erasing you,9,time taking sweet time erasing,fear
Red (Deluxe Edition),Sad Beautiful Tragic,12,And you've got your demons,10,'ve got demon,joy
Red (Deluxe Edition),Sad Beautiful Tragic,12,"And darling, they all look like me",11,"darling , look like",fear
Red (Deluxe Edition),Sad Beautiful Tragic,12,'Cause we had a beautiful magic love there,12,'cause beautiful magic love,fear
Red (Deluxe Edition),Sad Beautiful Tragic,12,"What a sad, beautiful, tragic love affair",13,"sad , beautiful , tragic love affair",sadness
Red (Deluxe Edition),Sad Beautiful Tragic,12,"Distance, timing, breakdown, fighting",14,"distance , timing , breakdown , fighting",fear
Red (Deluxe Edition),Sad Beautiful Tragic,12,"Silence, the train runs off its tracks",15,"silence , train run track",joy
Red (Deluxe Edition),Sad Beautiful Tragic,12,"Kiss me, try to fix it, could you just try to listen?",16,"kiss , try fix , could try listen ?",joy
Red (Deluxe Edition),Sad Beautiful Tragic,12,"Hang up, give up, and for the life of us we can't get back",17,"hang , give , life u ca n't get back",sadness
Red (Deluxe Edition),Sad Beautiful Tragic,12,A beautiful magic love there,18,beautiful magic love,anger
Red (Deluxe Edition),Sad Beautiful Tragic,12,"What a sad, beautiful, tragic, beautiful, tragic, beautiful",19,"sad , beautiful , tragic , beautiful , tragic , beautiful",sadness
Red (Deluxe Edition),Sad Beautiful Tragic,12,Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified,20,joeboy 'sip ( alcohol ) ' official lyric & meaning | verified,joy
Red (Deluxe Edition),Sad Beautiful Tragic,12,Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified,21,joeboy 'sip ( alcohol ) ' official lyric & meaning | verified,joy
Red (Deluxe Edition),Sad Beautiful Tragic,12,Nardo Wick 'Who Want Smoke??' (Live Performance) | Open Mic,22,nardo wick 'who want smoke ? ? ' ( live performance ) | open mic,fear
Red (Deluxe Edition),Sad Beautiful Tragic,12,Kiana Ledé 'Ur Best Friend' Official Lyrics & Meaning | Verified,23,kiana ledé 'ur best friend ' official lyric & meaning | verified,love
Red (Deluxe Edition),Sad Beautiful Tragic,12,"What we had, a beautiful magic love there",24,", beautiful magic love",anger
Red (Deluxe Edition),Sad Beautiful Tragic,12,"What a sad, beautiful, tragic, love affair",25,"sad , beautiful , tragic , love affair",joy
Red (Deluxe Edition),Sad Beautiful Tragic,12,We had a beautiful magic love there,26,beautiful magic love,sadness
Red (Deluxe Edition),Sad Beautiful Tragic,12,"What a sad, beautiful, tragic love affair",27,"sad , beautiful , tragic love affair",sadness
Red (Deluxe Edition),The Lucky One,13,New to town with a made up name,1,new town made name,joy
Red (Deluxe Edition),The Lucky One,13,"In the angel's city, chasing fortune and fame",2,"angel 's city , chasing fortune fame",fear
Red (Deluxe Edition),The Lucky One,13,And the camera flashes make it look like a dream,3,camera flash make look like dream,sadness
Red (Deluxe Edition),The Lucky One,13,You had it figured out since you were in school,4,figured since school,joy
Red (Deluxe Edition),The Lucky One,13,"Everybody loves pretty, everybody loves cool",5,"everybody love pretty , everybody love cool",sadness
Red (Deluxe Edition),The Lucky One,13,"So overnight, you look like a sixties queen",6,"overnight , look like sixty queen",anger
Red (Deluxe Edition),The Lucky One,13,Another name goes up in lights,7,another name go light,love
Red (Deluxe Edition),The Lucky One,13,Like diamonds in the sky,8,like diamond sky,joy
Red (Deluxe Edition),The Lucky One,13,"And they’ll tell you now, you’re the lucky one",9,"’ tell , ’ lucky one",fear
Red (Deluxe Edition),The Lucky One,13,"Yeah, they’ll tell you now, you’re the lucky one",10,"yeah , ’ tell , ’ lucky one",anger
Red (Deluxe Edition),The Lucky One,13,"But can you tell me now, you’re the lucky one?",11,"tell , ’ lucky one ?",love
Red (Deluxe Edition),The Lucky One,13,"Oh, oh, oh",12,"oh , oh , oh",fear
Red (Deluxe Edition),The Lucky One,13,"Now, it’s big black cars and Riviera views",13,", ’ big black car riviera view",joy
Red (Deluxe Edition),The Lucky One,13,And your lover in the foyer doesn’t even know you,14,lover foyer ’ even know,sadness
Red (Deluxe Edition),The Lucky One,13,And your secrets end up splashed on the news front page,15,secret end splashed news front page,sadness
Red (Deluxe Edition),The Lucky One,13,"And they tell you that you’re lucky, but you’re so confused",16,"tell ’ lucky , ’ confused",anger
Red (Deluxe Edition),The Lucky One,13,"'Cause you don’t feel pretty, you just feel used",17,"'cause ’ feel pretty , feel used",fear
Red (Deluxe Edition),The Lucky One,13,And all the young things line up to take your place,18,young thing line take place,anger
Red (Deluxe Edition),The Lucky One,13,Another name goes up in lights,19,another name go light,joy
Red (Deluxe Edition),The Lucky One,13,You wonder if you’ll make it out alive,20,wonder ’ make alive,joy
Red (Deluxe Edition),The Lucky One,13,"And they’ll tell you now, you’re the lucky one",21,"’ tell , ’ lucky one",fear
Red (Deluxe Edition),The Lucky One,13,"Yeah, they’ll tell you now, you’re the lucky one",22,"yeah , ’ tell , ’ lucky one",sadness
Red (Deluxe Edition),The Lucky One,13,"But can you tell me now, you’re the lucky one?",23,"tell , ’ lucky one ?",anger
Red (Deluxe Edition),The Lucky One,13,"Oh, oh, oh",24,"oh , oh , oh",joy
Red (Deluxe Edition),The Lucky One,13,"It was a few years later, I showed up here",25,"year later , showed",sadness
Red (Deluxe Edition),The Lucky One,13,And they still tell the legend of how you disappeared,26,still tell legend disappeared,sadness
Red (Deluxe Edition),The Lucky One,13,"How you took the money and your dignity, and got the hell out",27,"took money dignity , got hell",anger
Red (Deluxe Edition),The Lucky One,13,They say you bought a bunch of land somewhere,28,say bought bunch land somewhere,joy
Red (Deluxe Edition),The Lucky One,13,Chose the rose garden over Madison Square,29,chose rose garden madison square,love
Red (Deluxe Edition),The Lucky One,13,"And it took some time, but I understand it now",30,"took time , understand",fear
Red (Deluxe Edition),The Lucky One,13,‘Cause now my name is up in lights,31,‘ cause name light,love
Red (Deluxe Edition),The Lucky One,13,But I think you got it right,32,think got right,sadness
Red (Deluxe Edition),The Lucky One,13,"Let me tell you now, you’re the lucky one",33,"let tell , ’ lucky one",love
Red (Deluxe Edition),The Lucky One,13,"Let me tell you now, you’re the lucky one",34,"let tell , ’ lucky one",fear
Red (Deluxe Edition),The Lucky One,13,"Let me tell you now, you’re the lucky one, oh, oh, oh",35,"let tell , ’ lucky one , oh , oh , oh",joy
Red (Deluxe Edition),The Lucky One,13,"And they’ll tell you now, you’re the lucky one",36,"’ tell , ’ lucky one",love
Red (Deluxe Edition),The Lucky One,13,"Yeah, they’ll tell you now, you’re the lucky one",37,"yeah , ’ tell , ’ lucky one",fear
Red (Deluxe Edition),The Lucky One,13,"And they’ll tell you now, you’re the lucky one, oh, oh, oh",38,"’ tell , ’ lucky one , oh , oh , oh",anger
Red (Deluxe Edition),The Lucky One,13,"Oh, whoa, oh, oh",39,"oh , whoa , oh , oh",anger
Red (Deluxe Edition),Everything Has Changed,14,All I knew this morning when I woke,1,knew morning woke,joy
Red (Deluxe Edition),Everything Has Changed,14,Is I know something now,2,know something,fear
Red (Deluxe Edition),Everything Has Changed,14,Know something now I didn't before,3,know something n't,anger
Red (Deluxe Edition),Everything Has Changed,14,And all I've seen since 18 hours ago,4,'ve seen since 18 hour ago,anger
Red (Deluxe Edition),Everything Has Changed,14,Is green eyes and freckles and your smile,5,green eye freckle smile,fear
Red (Deluxe Edition),Everything Has Changed,14,"In the back of my mind, making me feel like",6,"back mind , making feel like",joy
Red (Deluxe Edition),Everything Has Changed,14,I just wanna know you better,7,wan na know better,anger
Red (Deluxe Edition),Everything Has Changed,14,"Know you better, know you better now",8,"know better , know better",anger
Red (Deluxe Edition),Everything Has Changed,14,I just wanna know you better,9,wan na know better,fear
Red (Deluxe Edition),Everything Has Changed,14,"Know you better, know you better now",10,"know better , know better",fear
Red (Deluxe Edition),Everything Has Changed,14,I just wanna know you better,11,wan na know better,joy
Red (Deluxe Edition),Everything Has Changed,14,"Know you better, know you better now",12,"know better , know better",fear
Red (Deluxe Edition),Everything Has Changed,14,"I just wanna know you, know you, know you",13,"wan na know , know , know",sadness
Red (Deluxe Edition),Everything Has Changed,14,"'Cause all I know is we said, ""Hello""",14,"'cause know said , `` hello ''",joy
Red (Deluxe Edition),Everything Has Changed,14,And your eyes look like coming home,15,eye look like coming home,joy
Red (Deluxe Edition),Everything Has Changed,14,All I know is a simple name,16,know simple name,anger
Red (Deluxe Edition),Everything Has Changed,14,Everything has changed,17,everything changed,love
Red (Deluxe Edition),Everything Has Changed,14,All I know is you held the door,18,know held door,anger
Red (Deluxe Edition),Everything Has Changed,14,You'll be mine and I'll be yours,19,'ll mine 'll,joy
Red (Deluxe Edition),Everything Has Changed,14,All I know since yesterday,20,know since yesterday,sadness
Red (Deluxe Edition),Everything Has Changed,14,Is everything has changed,21,everything changed,sadness
Red (Deluxe Edition),Everything Has Changed,14,"And all my walls stood tall, painted blue",22,"wall stood tall , painted blue",sadness
Red (Deluxe Edition),Everything Has Changed,14,"And I'll take 'em down, take 'em down",23,"'ll take 'em , take 'em",anger
Red (Deluxe Edition),Everything Has Changed,14,And open up the door for you,24,open door,sadness
Red (Deluxe Edition),Everything Has Changed,14,And all I feel in my stomach is butterflies,25,feel stomach butterfly,fear
Red (Deluxe Edition),Everything Has Changed,14,"The beautiful kind, making up for lost time",26,"beautiful kind , making lost time",anger
Red (Deluxe Edition),Everything Has Changed,14,"Taking flight, making me feel right",27,"taking flight , making feel right",fear
Red (Deluxe Edition),Everything Has Changed,14,I just wanna know you better,28,wan na know better,sadness
Red (Deluxe Edition),Everything Has Changed,14,"Know you better, know you better now",29,"know better , know better",fear
Red (Deluxe Edition),Everything Has Changed,14,I just wanna know you better,30,wan na know better,anger
Red (Deluxe Edition),Everything Has Changed,14,"Know you better, know you better now",31,"know better , know better",love
Red (Deluxe Edition),Everything Has Changed,14,I just wanna know you better,32,wan na know better,sadness
Red (Deluxe Edition),Everything Has Changed,14,"Know you better, know you better now",33,"know better , know better",sadness
Red (Deluxe Edition),Everything Has Changed,14,"I just wanna know you, know you, know you",34,"wan na know , know , know",love
Red (Deluxe Edition),Everything Has Changed,14,"'Cause all I know is we said, ""Hello""",35,"'cause know said , `` hello ''",fear
Red (Deluxe Edition),Everything Has Changed,14,And your eyes look like coming home,36,eye look like coming home,sadness
Red (Deluxe Edition),Everything Has Changed,14,All I know is a simple name,37,know simple name,love
Red (Deluxe Edition),Everything Has Changed,14,Everything has changed,38,everything changed,fear
Red (Deluxe Edition),Everything Has Changed,14,All I know is you held the door,39,know held door,love
Red (Deluxe Edition),Everything Has Changed,14,You'll be mine and I'll be yours,40,'ll mine 'll,anger
Red (Deluxe Edition),Everything Has Changed,14,All I know since yesterday,41,know since yesterday,joy
Red (Deluxe Edition),Everything Has Changed,14,Is everything has changed,42,everything changed,sadness
Red (Deluxe Edition),Everything Has Changed,14,Come back and tell me why,43,come back tell,joy
Red (Deluxe Edition),Everything Has Changed,14,I'm feeling like I've missed you all this time,44,'m feeling like 've missed time,joy
Red (Deluxe Edition),Everything Has Changed,14,And meet me there tonight,45,meet tonight,love
Red (Deluxe Edition),Everything Has Changed,14,And let me know that it's not all in my mind,46,let know 's mind,anger
Red (Deluxe Edition),Everything Has Changed,14,I just wanna know you better,47,wan na know better,love
Red (Deluxe Edition),Everything Has Changed,14,"Know you better, know you better now",48,"know better , know better",fear
Red (Deluxe Edition),Everything Has Changed,14,"I just wanna know you, know you, know you",49,"wan na know , know , know",fear
Red (Deluxe Edition),Everything Has Changed,14,"'Cause all I know is we said, ""Hello""",50,"'cause know said , `` hello ''",sadness
Red (Deluxe Edition),Everything Has Changed,14,And your eyes look like coming home,51,eye look like coming home,joy
Red (Deluxe Edition),Everything Has Changed,14,All I know is a simple name,52,know simple name,joy
Red (Deluxe Edition),Everything Has Changed,14,Everything has changed,53,everything changed,fear
Red (Deluxe Edition),Everything Has Changed,14,All I know is you held the door,54,know held door,love
Red (Deluxe Edition),Everything Has Changed,14,You'll be mine and I'll be yours,55,'ll mine 'll,sadness
Red (Deluxe Edition),Everything Has Changed,14,All I know since yesterday,56,know since yesterday,love
Red (Deluxe Edition),Everything Has Changed,14,Is everything has changed,57,everything changed,sadness
Red (Deluxe Edition),Everything Has Changed,14,"All I know is we said, ""Hello""",58,"know said , `` hello ''",anger
Red (Deluxe Edition),Everything Has Changed,14,So dust off your highest hopes,59,dust highest hope,sadness
Red (Deluxe Edition),Everything Has Changed,14,All I know is pouring rain,60,know pouring rain,joy
Red (Deluxe Edition),Everything Has Changed,14,And everything has changed,61,everything changed,sadness
Red (Deluxe Edition),Everything Has Changed,14,All I know is a new found grace,62,know new found grace,anger
Red (Deluxe Edition),Everything Has Changed,14,"All my days, I'll know your face",63,"day , 'll know face",anger
Red (Deluxe Edition),Everything Has Changed,14,All I know since yesterday,64,know since yesterday,sadness
Red (Deluxe Edition),Everything Has Changed,14,Is everything has changed,65,everything changed,fear
Red (Deluxe Edition),Starlight,15,"I said, ""Oh, my, what a marvelous tune""",1,"said , `` oh , , marvelous tune ''",anger
Red (Deluxe Edition),Starlight,15,"It was the best night, never would forget how we moved",2,"best night , never would forget moved",fear
Red (Deluxe Edition),Starlight,15,The whole place was dressed to the nines,3,whole place dressed nine,anger
Red (Deluxe Edition),Starlight,15,"And we were dancing, dancing",4,"dancing , dancing",joy
Red (Deluxe Edition),Starlight,15,Like we're made of starlight,5,like 're made starlight,fear
Red (Deluxe Edition),Starlight,15,Like we're made of starlight,6,like 're made starlight,sadness
Red (Deluxe Edition),Starlight,15,"I met Bobby on the boardwalk, summer of '45",7,"met bobby boardwalk , summer '45",love
Red (Deluxe Edition),Starlight,15,"Picked me up, late one night at the window",8,"picked , late one night window",joy
Red (Deluxe Edition),Starlight,15,"We were 17 and crazy, running wild, wild",9,"17 crazy , running wild , wild",joy
Red (Deluxe Edition),Starlight,15,Can't remember what song it was playing when we walked in,10,ca n't remember song playing walked,love
Red (Deluxe Edition),Starlight,15,The night we snuck into a yacht club party,11,night snuck yacht club party,joy
Red (Deluxe Edition),Starlight,15,Pretending to be a duchess and a prince,12,pretending duchess prince,sadness
Red (Deluxe Edition),Starlight,15,"And I said, ""Oh, my, what a marvelous tune""",13,"said , `` oh , , marvelous tune ''",sadness
Red (Deluxe Edition),Starlight,15,"It was the best night, never would forget how we moved",14,"best night , never would forget moved",joy
Red (Deluxe Edition),Starlight,15,The whole place was dressed to the nines,15,whole place dressed nine,anger
Red (Deluxe Edition),Starlight,15,"And we were dancing, dancing",16,"dancing , dancing",joy
Red (Deluxe Edition),Starlight,15,"Like we're made of starlight, starlight",17,"like 're made starlight , starlight",fear
Red (Deluxe Edition),Starlight,15,"Like we're made of starlight, starlight",18,"like 're made starlight , starlight",joy
Red (Deluxe Edition),Starlight,15,"He said, ""Look at you",19,"said , `` look",joy
Red (Deluxe Edition),Starlight,15,Worrying so much about things you can't change,20,worrying much thing ca n't change,anger
Red (Deluxe Edition),Starlight,15,You'll spend your whole life singing the blues,21,'ll spend whole life singing blue,anger
Red (Deluxe Edition),Starlight,15,"If you keep thinking that way""",22,keep thinking way '',joy
Red (Deluxe Edition),Starlight,15,"He was trying to skip rocks on the ocean, saying to me",23,"trying skip rock ocean , saying",anger
Red (Deluxe Edition),Starlight,15,"""Don't you see the starlight, starlight?",24,"`` n't see starlight , starlight ?",love
Red (Deluxe Edition),Starlight,15,"Don't you dream impossible things?""",25,n't dream impossible thing ? '',sadness
Red (Deluxe Edition),Starlight,15,Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified,26,joeboy 'sip ( alcohol ) ' official lyric & meaning | verified,fear
Red (Deluxe Edition),Starlight,15,"Like, ""Oh, my, what a marvelous tune""",27,"like , `` oh , , marvelous tune ''",love
Red (Deluxe Edition),Starlight,15,"It was the best night, never would forget how we moved",28,"best night , never would forget moved",anger
Red (Deluxe Edition),Starlight,15,The whole place was dressed to the nines,29,whole place dressed nine,joy
Red (Deluxe Edition),Starlight,15,"And we were dancing, dancing",30,"dancing , dancing",joy
Red (Deluxe Edition),Starlight,15,"Like we're made of starlight, starlight",31,"like 're made starlight , starlight",love
Red (Deluxe Edition),Starlight,15,"Like we're made of starlight, starlight",32,"like 're made starlight , starlight",joy
Red (Deluxe Edition),Starlight,15,"Ooh, ooh, he's talking crazy",33,"ooh , ooh , 's talking crazy",sadness
Red (Deluxe Edition),Starlight,15,"Ooh, ooh, dancing with me",34,"ooh , ooh , dancing",fear
Red (Deluxe Edition),Starlight,15,"Ooh, ooh, we could get married",35,"ooh , ooh , could get married",love
Red (Deluxe Edition),Starlight,15,Have ten kids and teach 'em how to dream,36,ten kid teach 'em dream,sadness
Red (Deluxe Edition),Starlight,15,"Oh, my, what a marvelous tune",37,"oh , , marvelous tune",fear
Red (Deluxe Edition),Starlight,15,"It was the best night, never would forget how we moved",38,"best night , never would forget moved",sadness
Red (Deluxe Edition),Starlight,15,The whole place was dressed to the nines,39,whole place dressed nine,sadness
Red (Deluxe Edition),Starlight,15,"And we were dancing, dancing",40,"dancing , dancing",joy
Red (Deluxe Edition),Starlight,15,"Like we're made of starlight, starlight",41,"like 're made starlight , starlight",sadness
Red (Deluxe Edition),Starlight,15,"Like we're made of starlight, starlight",42,"like 're made starlight , starlight",love
Red (Deluxe Edition),Starlight,15,"Like we're made of starlight, starlight",43,"like 're made starlight , starlight",anger
Red (Deluxe Edition),Starlight,15,Like we dream impossible dreams,44,like dream impossible dream,love
Red (Deluxe Edition),Starlight,15,"Like starlight, starlight",45,"like starlight , starlight",anger
Red (Deluxe Edition),Starlight,15,Like we dream impossible dreams,46,like dream impossible dream,anger
Red (Deluxe Edition),Starlight,15,"Don't you see the starlight, starlight?",47,"n't see starlight , starlight ?",love
Red (Deluxe Edition),Starlight,15,Don't you dream impossible things?,48,n't dream impossible thing ?,anger
Red (Deluxe Edition),Begin Again,16,Took a deep breath in the mirror,1,took deep breath mirror,joy
Red (Deluxe Edition),Begin Again,16,"He didn't like it when I wore high heels, but I do",2,"n't like wore high heel ,",love
Red (Deluxe Edition),Begin Again,16,Turn the lock and put my headphones on,3,turn lock put headphone,fear
Red (Deluxe Edition),Begin Again,16,"He always said he didn't get this song but I do, I do",4,"always said n't get song ,",anger
Red (Deluxe Edition),Begin Again,16,"Walked in, expecting you'd be late",5,"walked , expecting 'd late",anger
Red (Deluxe Edition),Begin Again,16,But you got here early and you stand and wave,6,got early stand wave,sadness
Red (Deluxe Edition),Begin Again,16,I walk to you,7,walk,fear
Red (Deluxe Edition),Begin Again,16,You pull my chair out and help me in,8,pull chair help,joy
Red (Deluxe Edition),Begin Again,16,"And you don't know how nice that is, but I do",9,"n't know nice ,",fear
Red (Deluxe Edition),Begin Again,16,And you throw your head back laughing like a little kid,10,throw head back laughing like little kid,love
Red (Deluxe Edition),Begin Again,16,I think it's strange that you think I'm funny 'cause he never did,11,think 's strange think 'm funny 'cause never,joy
Red (Deluxe Edition),Begin Again,16,I've been spending the last eight months,12,'ve spending last eight month,fear
Red (Deluxe Edition),Begin Again,16,Thinking all love ever does is break and burn and end,13,thinking love ever break burn end,love
Red (Deluxe Edition),Begin Again,16,"But on a Wednesday in a café, I watched it begin again",14,"wednesday café , watched begin",anger
Red (Deluxe Edition),Begin Again,16,You said you never met one girl who,15,said never met one girl,sadness
Red (Deluxe Edition),Begin Again,16,"Had as many James Taylor records as you, but I do",16,"many james taylor record ,",sadness
Red (Deluxe Edition),Begin Again,16,We tell stories and you don't know why,17,tell story n't know,sadness
Red (Deluxe Edition),Begin Again,16,"I'm coming off a little shy, but I do",18,"'m coming little shy ,",anger
Red (Deluxe Edition),Begin Again,16,But you throw your head back laughing like a little kid,19,throw head back laughing like little kid,fear
Red (Deluxe Edition),Begin Again,16,I think it's strange that you think I'm funny 'cause he never did,20,think 's strange think 'm funny 'cause never,anger
Red (Deluxe Edition),Begin Again,16,I've been spending the last eight months,21,'ve spending last eight month,joy
Red (Deluxe Edition),Begin Again,16,Thinking all love ever does is break and burn and end,22,thinking love ever break burn end,love
Red (Deluxe Edition),Begin Again,16,"But on a Wednesday in a café, I watched it begin again",23,"wednesday café , watched begin",sadness
Red (Deluxe Edition),Begin Again,16,And we walked down the block to my car,24,walked block car,sadness
Red (Deluxe Edition),Begin Again,16,And I almost brought him up,25,almost brought,anger
Red (Deluxe Edition),Begin Again,16,But you start to talk about the movies,26,start talk movie,anger
Red (Deluxe Edition),Begin Again,16,That your family watches every single Christmas,27,family watch every single christmas,love
Red (Deluxe Edition),Begin Again,16,And I want to talk about that,28,want talk,anger
Red (Deluxe Edition),Begin Again,16,"And for the first time, what's past is past",29,"first time , 's past past",sadness
Red (Deluxe Edition),Begin Again,16,'Cause you throw your head back laughing like a little kid,30,'cause throw head back laughing like little kid,anger
Red (Deluxe Edition),Begin Again,16,I think it's strange that you think I'm funny 'cause he never did,31,think 's strange think 'm funny 'cause never,joy
Red (Deluxe Edition),Begin Again,16,I've been spending the last eight months,32,'ve spending last eight month,anger
Red (Deluxe Edition),Begin Again,16,Thinking all love ever does is break and burn and end,33,thinking love ever break burn end,love
Red (Deluxe Edition),Begin Again,16,"But on a Wednesday in a café, I watched it begin again",34,"wednesday café , watched begin",fear
Red (Deluxe Edition),Begin Again,16,"But on a Wednesday in a café, I watched it begin again",35,"wednesday café , watched begin",fear
Red (Deluxe Edition),The Moment I Knew,17,You should've been there,1,'ve,fear
Red (Deluxe Edition),The Moment I Knew,17,Should've burst through the door,2,'ve burst door,joy
Red (Deluxe Edition),The Moment I Knew,17,"With that ""Baby, I'm right here"" smile",3,"`` baby , 'm right '' smile",love
Red (Deluxe Edition),The Moment I Knew,17,And it would've felt like,4,would 've felt like,love
Red (Deluxe Edition),The Moment I Knew,17,A million little shining stars had just aligned,5,million little shining star aligned,joy
Red (Deluxe Edition),The Moment I Knew,17,And I would've been so happy,6,would 've happy,sadness
Red (Deluxe Edition),The Moment I Knew,17,Christmas lights glisten,7,christmas light glisten,joy
Red (Deluxe Edition),The Moment I Knew,17,I've got my eye on the door,8,'ve got eye door,anger
Red (Deluxe Edition),The Moment I Knew,17,Just waiting for you to walk in,9,waiting walk,joy
Red (Deluxe Edition),The Moment I Knew,17,But the time is ticking,10,time ticking,joy
Red (Deluxe Edition),The Moment I Knew,17,People ask me how I've been,11,people ask 've,joy
Red (Deluxe Edition),The Moment I Knew,17,As I comb back through my memory,12,comb back memory,joy
Red (Deluxe Edition),The Moment I Knew,17,How you said you'd be here,13,said 'd,joy
Red (Deluxe Edition),The Moment I Knew,17,You said you'd be here,14,said 'd,love
Red (Deluxe Edition),The Moment I Knew,17,And it was like slow motion,15,like slow motion,joy
Red (Deluxe Edition),The Moment I Knew,17,Standing there in my party dress,16,standing party dress,anger
Red (Deluxe Edition),The Moment I Knew,17,In red lipstick,17,red lipstick,anger
Red (Deluxe Edition),The Moment I Knew,17,With no one to impress,18,one impress,joy
Red (Deluxe Edition),The Moment I Knew,17,And they're all laughing,19,'re laughing,anger
Red (Deluxe Edition),The Moment I Knew,17,As I'm looking around the room,20,'m looking around room,fear
Red (Deluxe Edition),The Moment I Knew,17,But there was one thing missing,21,one thing missing,sadness
Red (Deluxe Edition),The Moment I Knew,17,And that was the moment I knew,22,moment knew,sadness
Red (Deluxe Edition),The Moment I Knew,17,And the hours pass by,23,hour pas,fear
Red (Deluxe Edition),The Moment I Knew,17,Now I just wanna be alone,24,wan na alone,fear
Red (Deluxe Edition),The Moment I Knew,17,But your close friends always seem to know,25,close friend always seem know,love
Red (Deluxe Edition),The Moment I Knew,17,When there's something really wrong,26,'s something really wrong,fear
Red (Deluxe Edition),The Moment I Knew,17,So they follow me down the hall,27,follow hall,sadness
Red (Deluxe Edition),The Moment I Knew,17,And there in the bathroom,28,bathroom,love
Red (Deluxe Edition),The Moment I Knew,17,I try not to fall apart,29,try fall apart,fear
Red (Deluxe Edition),The Moment I Knew,17,And the sinking feeling starts,30,sinking feeling start,sadness
Red (Deluxe Edition),The Moment I Knew,17,As I say hopelessly,31,say hopelessly,love
Red (Deluxe Edition),The Moment I Knew,17,"""He said he'd be here""",32,`` said 'd '',sadness
Red (Deluxe Edition),The Moment I Knew,17,And it was like slow motion,33,like slow motion,love
Red (Deluxe Edition),The Moment I Knew,17,Standing there in my party dress,34,standing party dress,fear
Red (Deluxe Edition),The Moment I Knew,17,In red lipstick,35,red lipstick,love
Red (Deluxe Edition),The Moment I Knew,17,With no one to impress,36,one impress,joy
Red (Deluxe Edition),The Moment I Knew,17,And they're all laughing,37,'re laughing,joy
Red (Deluxe Edition),The Moment I Knew,17,And asking me about you,38,asking,sadness
Red (Deluxe Edition),The Moment I Knew,17,But there was one thing missing (missing),39,one thing missing ( missing ),joy
